Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2024-01-31,Lat Pulldown,Back,105.0,kgs,10,,,
2024-01-31,Lat Pulldown,Back,100.0,kgs,9,,,
2024-01-31,EZ-Bar Preacher Curl,Biceps,25.0,kgs,12,,,
2024-01-31,EZ-Bar Preacher Curl,Biceps,25.0,kgs,10,,,
2024-01-31,EZ-Bar Preacher Curl,Biceps,25.0,kgs,10,,,
2024-01-31,Glute Press Machine,Legs,86.0,kgs,10,,,
2024-01-31,Torso Rotatio,Abs,45.0,kgs,10,,,
2024-01-31,Torso Rotatio,Abs,39.0,kgs,12,,,
2024-01-31,Torso Rotatio,Abs,39.0,kgs,12,,,
2024-01-31,One Arm Seated Row Machine,Back,50.0,kgs,12,,,
2024-01-31,One Arm Seated Row Machine,Back,55.0,kgs,12,,,
2024-01-31,One Arm Seated Row Machine,Back,59.0,kgs,12,,,
2024-02-04,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2024-02-04,Flat Barbell Bench Press,Chest,60.0,kgs,12,,,
2024-02-04,Flat Barbell Bench Press,Chest,80.0,kgs,10,,,
2024-02-04,Flat Barbell Bench Press,Chest,90.0,kgs,9,,,
2024-02-04,Flat Barbell Bench Press,Chest,90.0,kgs,10,,,
2024-02-04,Flat Barbell Bench Press,Chest,90.0,kgs,9,,,
2024-02-04,Flat Barbell Bench Press,Chest,90.0,kgs,8,,,
2024-02-04,Barbell Squat,Legs,20.0,kgs,12,,,
2024-02-04,Barbell Squat,Legs,40.0,kgs,10,,,
2024-02-04,Barbell Squat,Legs,60.0,kgs,10,,,
2024-02-04,Barbell Squat,Legs,60.0,kgs,10,,,
2024-02-04,Barbell Squat,Legs,60.0,kgs,10,,,
2024-02-11,Overhead Press,Shoulders,20.0,kgs,12,,,
2024-02-11,Overhead Press,Shoulders,30.0,kgs,12,,,
2024-02-11,Overhead Press,Shoulders,35.0,kgs,10,,,
2024-02-11,Overhead Press,Shoulders,35.0,kgs,10,,,
2024-02-11,Overhead Press,Shoulders,35.0,kgs,9,,,
2024-02-11,Pull Up,Back,1.0,kgs,12,,,
2024-02-11,Pull Up,Back,1.0,kgs,9,,,
2024-02-11,Pull Up,Back,1.0,kgs,9,,,
2024-02-11,Rear Delt Machine Fly,Shoulders,50.0,kgs,12,,,
2024-02-11,Rear Delt Machine Fly,Shoulders,45.0,kgs,12,,,
2024-02-11,Rear Delt Machine Fly,Shoulders,45.0,kgs,10,,,
2024-02-11,EZ-Bar Preacher Curl,Biceps,30.0,kgs,12,,,
2024-02-11,EZ-Bar Preacher Curl,Biceps,30.0,kgs,8,,,
2024-02-11,Lateral Dumbbell Raise,Shoulders,10.0,kgs,12,,,
2024-02-11,Lateral Dumbbell Raise,Shoulders,10.0,kgs,10,,,
2024-02-11,Lateral Dumbbell Raise,Shoulders,10.0,kgs,10,,,
2024-02-11,Cable Crunch,Abs,40.0,kgs,12,,,
2024-02-11,Cable Crunch,Abs,37.5,kgs,12,,,
2024-02-11,Cable Crunch,Abs,37.5,kgs,12,,,
2024-02-12,Flat Dumbbell Bench Press,Chest,34.0,kgs,9,,,
2024-02-12,Flat Dumbbell Bench Press,Chest,34.0,kgs,8,,,
2024-02-12,Flat Dumbbell Bench Press,Chest,34.0,kgs,7,,,
2024-02-12,Seated Machine Fly,Chest,50.0,kgs,12,,,
2024-02-12,Seated Machine Fly,Chest,50.0,kgs,11,,,
2024-02-12,Seated Machine Fly,Chest,50.0,kgs,11,,,
2024-02-12,Seated Machine Fly,Chest,45.0,kgs,9,,,
2024-02-12,Cable Overhead Triceps Extension,Triceps,10.0,kgs,7,,,
2024-02-12,Cable Overhead Triceps Extension,Triceps,7.5,kgs,12,,,
2024-02-12,Cable Overhead Triceps Extension,Triceps,7.5,kgs,8,,,
2024-02-12,Cable Crunch,Abs,40.0,kgs,12,,,
2024-02-12,Cable Crunch,Abs,40.0,kgs,12,,,
2024-02-12,Cable Crunch,Abs,40.0,kgs,12,,,
2024-02-13,Seated Cable Row,Back,50.0,kgs,12,,,
2024-02-13,Seated Cable Row,Back,75.0,kgs,10,,,
2024-02-13,Seated Cable Row,Back,75.0,kgs,10,,,
2024-02-13,Lat Pushdown,Back,30.0,kgs,12,,,
2024-02-13,Lat Pushdown,Back,30.0,kgs,10,,,
2024-02-13,Lat Pushdown,Back,30.0,kgs,10,,,
2024-02-13,Dumbbell Curl,Biceps,16.0,kgs,12,,,
2024-02-13,Dumbbell Curl,Biceps,18.0,kgs,11,,,
2024-02-13,Dumbbell Curl,Biceps,18.0,kgs,8,,,
2024-02-15,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2024-02-15,Flat Barbell Bench Press,Chest,60.0,kgs,12,,,
2024-02-15,Flat Barbell Bench Press,Chest,80.0,kgs,10,,,
2024-02-15,Flat Barbell Bench Press,Chest,100.0,kgs,9,,,
2024-02-15,Flat Barbell Bench Press,Chest,80.0,kgs,8,,,
2024-02-15,Flat Barbell Bench Press,Chest,80.0,kgs,8,,,
2024-02-15,Barbell Squat,Legs,20.0,kgs,10,,,
2024-02-15,Barbell Squat,Legs,60.0,kgs,10,,,
2024-02-15,Barbell Squat,Legs,80.0,kgs,8,,,
2024-02-15,Barbell Squat,Legs,100.0,kgs,6,,,
2024-02-15,Barbell Squat,Legs,80.0,kgs,8,,,
2024-02-15,Seated Cable Row,Back,75.0,kgs,11,,,
2024-02-15,Seated Cable Row,Back,75.0,kgs,11,,,
2024-02-15,Seated Cable Row,Back,75.0,kgs,11,,,
2024-02-15,Cable Chops,Abs,10.0,kgs,12,,,
2024-02-15,Cable Chops,Abs,10.0,kgs,12,,,
2024-02-15,Cable Chops,Abs,10.0,kgs,12,,,
2024-02-15,Static Lunge,Legs,0.0,kgs,12,,,
2024-02-15,Static Lunge,Legs,0.0,kgs,12,,,
2024-02-15,Static Lunge,Legs,0.0,kgs,12,,,
2024-02-15,Hanna Crunches,Abs,0.0,kgs,5,,,
2024-02-15,Hanna Crunches,Abs,0.0,kgs,5,,,
2024-02-15,Hanna Crunches,Abs,0.0,kgs,5,,,
2024-02-15,Lower Back Pressure Alt Leg Raises,Abs,0.0,kgs,12,,,
2024-02-15,Lower Back Pressure Alt Leg Raises,Abs,0.0,kgs,12,,,
2024-02-15,Lower Back Pressure Alt Leg Raises,Abs,0.0,kgs,12,,,
2024-02-19,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2024-02-19,Flat Barbell Bench Press,Chest,60.0,kgs,12,,,
2024-02-19,Flat Barbell Bench Press,Chest,80.0,kgs,9,,,
2024-02-19,Flat Barbell Bench Press,Chest,100.0,kgs,7,,,
2024-02-19,Flat Barbell Bench Press,Chest,90.0,kgs,7,,,
2024-02-19,Flat Barbell Bench Press,Chest,80.0,kgs,9,,,
2024-02-19,Dumbbell Row,Back,36.0,kgs,12,,,
2024-02-19,Dumbbell Row,Back,36.0,kgs,12,,,
2024-02-19,Cable Chops,Abs,12.5,kgs,12,,,
2024-02-19,Chin Up,Back,1.0,kgs,7,,,
2024-02-19,Chin Up,Back,1.0,kgs,6,,,
2024-02-19,Cable Chops,Abs,12.5,kgs,12,,,
2024-02-19,Dumbbell Delt Raise,Shoulders,14.0,kgs,10,,,
2024-02-19,Dumbbell Delt Raise,Shoulders,14.0,kgs,8,,,
2024-02-19,Cable Chops,Abs,12.5,kgs,12,,,
2024-02-19,Lower Back Pressure Alt Leg Raises,Abs,0.0,kgs,12,,,
2024-02-19,Knee Ball Rollouts,Abs,0.0,kgs,12,,,
2024-02-19,Knee Ball Rollouts,Abs,0.0,kgs,12,,,
2024-02-19,Horse Opposite Hand Knee,Abs,0.0,kgs,12,,,
2024-02-19,Horse Opposite Hand Knee,Abs,0.0,kgs,12,,,
2024-02-20,Dips,Chest,0.0,kgs,13,,,
2024-02-20,Dips,Chest,0.0,kgs,11,,,
2024-02-20,Dips,Chest,0.0,kgs,9,,,
2024-02-20,Pull Up,Back,1.0,kgs,8,,,
2024-02-20,Dips,Chest,0.0,kgs,8,,,
2024-02-20,Pull Up,Back,1.0,kgs,7,,,
2024-02-20,Hanging Leg Raise Supported,Abs,0.0,kgs,12,,,
2024-02-20,Dips,Chest,0.0,kgs,6,,,
2024-02-20,Pull Up,Back,1.0,kgs,6,,,
2024-02-20,Dumbbell Hammer Curl,Biceps,18.0,kgs,8,,,
2024-02-20,Dumbbell Hammer Curl,Biceps,16.0,kgs,8,,,
2024-02-20,Dumbbell Hammer Curl,Biceps,16.0,kgs,8,,,
2024-02-20,Lying Leg Curl Machine,Legs,90.0,kgs,8,,,
2024-02-20,Lying Leg Curl Machine,Legs,85.0,kgs,6,,,
2024-02-20,Lying Leg Curl Machine,Legs,80.0,kgs,7,,,
2024-02-20,Cable Overhead Triceps Extension,Triceps,10.0,kgs,9,,,
2024-02-20,Cable Overhead Triceps Extension,Triceps,7.5,kgs,12,,,
2024-02-20,Cable Crunch,Abs,40.0,kgs,12,,,
2024-02-20,Cable Crunch,Abs,35.0,kgs,11,,,
2024-02-20,Cable Crunch,Abs,35.0,kgs,12,,,
2024-02-22,Overhead Press,Shoulders,20.0,kgs,20,,,
2024-02-22,Overhead Press,Shoulders,30.0,kgs,8,,,
2024-02-22,Overhead Press,Shoulders,40.0,kgs,10,,,
2024-02-22,Overhead Press,Shoulders,40.0,kgs,8,,,
2024-02-22,Overhead Press,Shoulders,40.0,kgs,6,,,
2024-02-22,Overhead Press,Shoulders,30.0,kgs,10,,,
2024-02-22,One Arm Cable Lat Raise,Shoulders,5.0,kgs,12,,,
2024-02-22,One Arm Cable Lat Raise,Shoulders,5.0,kgs,12,,,
2024-02-22,One Arm Cable Lat Raise,Shoulders,5.0,kgs,14,,,
2024-03-01,Flat Dumbbell Bench Press,Chest,34.0,kgs,9,,,
2024-03-01,Flat Dumbbell Bench Press,Chest,34.0,kgs,8,,,
2024-03-01,Flat Dumbbell Bench Press,Chest,34.0,kgs,7,,,
2024-03-01,Flat Dumbbell Bench Press,Chest,22.0,kgs,15,,,
2024-03-01,Flat Dumbbell Bench Press,Chest,32.0,kgs,12,,,
2024-03-01,Flat Dumbbell Bench Press,Chest,32.0,kgs,12,,,
2024-03-01,Flat Dumbbell Bench Press,Chest,32.0,kgs,9,,,
2024-03-01,Deadlift,Back,60.0,kgs,10,,,
2024-03-01,Deadlift,Back,100.0,kgs,5,,,
2024-03-01,Deadlift,Back,100.0,kgs,5,,,
2024-03-01,Deadlift,Back,100.0,kgs,5,,,
2024-03-01,One Arm Seated Row Machine,Back,64.0,kgs,12,,,
2024-03-01,One Arm Seated Row Machine,Back,68.0,kgs,12,,,
2024-03-01,One Arm Seated Row Machine,Back,73.0,kgs,10,,,
2024-03-04,Leg Press (Max Depth),Legs,155.0,kgs,12,,,
2024-03-04,Leg Press (Max Depth),Legs,155.0,kgs,12,,,
2024-03-04,Leg Press (Max Depth),Legs,155.0,kgs,12,,,
2024-03-04,Overhead Press,Shoulders,20.0,kgs,10,,,
2024-03-04,Overhead Press,Shoulders,40.0,kgs,8,,,
2024-03-04,Overhead Press,Shoulders,50.0,kgs,5,,,
2024-03-04,Overhead Press,Shoulders,50.0,kgs,5,,,
2024-03-04,Chin Up,Back,1.0,kgs,10,,,
2024-03-04,Cable Chops,Abs,12.5,kgs,12,,,
2024-03-04,Chin Up,Back,1.0,kgs,10,,,
2024-03-04,Cable Chops,Abs,12.5,kgs,12,,,
2024-03-04,Cable Chops,Abs,12.5,kgs,12,,,
2024-03-04,Chin Up,Back,1.0,kgs,10,,,
2024-03-04,Knee Ball Rollouts,Abs,0.0,kgs,12,,,
2024-03-04,Knee Ball Rollouts,Abs,0.0,kgs,12,,,
2024-03-04,Knee Ball Rollouts,Abs,0.0,kgs,12,,,
2024-03-04,Hanna Crunches,Abs,0.0,kgs,5,,,
2024-03-04,Hanna Crunches,Abs,0.0,kgs,5,,,
2024-03-04,Lower Back Pressure Alt Leg Raises,Abs,0.0,kgs,12,,,
2024-03-04,Lower Back Pressure Alt Leg Raises,Abs,0.0,kgs,12,,,
2024-03-04,Dumbbell Overhead Triceps Extension,Triceps,14.0,kgs,8,,,
2024-03-04,Dumbbell Curl,Biceps,20.0,kgs,10,,,
2024-03-10,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2024-03-10,Flat Barbell Bench Press,Chest,60.0,kgs,12,,,
2024-03-10,Flat Barbell Bench Press,Chest,80.0,kgs,8,,,
2024-03-10,Flat Barbell Bench Press,Chest,100.0,kgs,5,,,
2024-03-10,Flat Barbell Bench Press,Chest,100.0,kgs,6,,,
2024-03-10,Flat Barbell Bench Press,Chest,100.0,kgs,4,,,
2024-03-10,Flat Barbell Bench Press,Chest,90.0,kgs,7,,,
2024-03-10,Barbell Squat,Legs,20.0,kgs,10,,,
2024-03-10,Barbell Squat,Legs,60.0,kgs,5,,,
2024-03-10,Barbell Squat,Legs,80.0,kgs,5,,,
2024-03-10,Barbell Squat,Legs,100.0,kgs,5,,,
2024-03-10,Barbell Squat,Legs,105.0,kgs,5,,,
2024-03-10,Barbell Squat,Legs,110.0,kgs,5,,,
2024-03-10,Seated Row Machine,Back,86.0,kgs,9,,,
2024-03-10,Seated Row Machine,Back,82.0,kgs,9,,,
2024-03-10,Seated Row Machine,Back,82.0,kgs,9,,,
2024-03-10,Rear Delt Machine Fly,Shoulders,50.0,kgs,12,,,
2024-03-10,Rear Delt Machine Fly,Shoulders,50.0,kgs,11,,,
2024-03-10,Rear Delt Machine Fly,Shoulders,50.0,kgs,10,,,
2024-03-12,Barbell Squat,Legs,20.0,kgs,10,,,
2024-03-12,Barbell Squat,Legs,60.0,kgs,5,,,
2024-03-12,Barbell Squat,Legs,80.0,kgs,5,,,
2024-03-12,Barbell Squat,Legs,100.0,kgs,3,,,
2024-03-12,Barbell Squat,Legs,112.5,kgs,5,,,
2024-03-12,Barbell Squat,Legs,112.5,kgs,5,,,
2024-03-12,Barbell Squat,Legs,112.5,kgs,5,,,
2024-03-12,Machine Shoulder Press,Shoulders,41.0,kgs,15,,,
2024-03-12,Machine Shoulder Press,Shoulders,46.0,kgs,10,,,
2024-03-12,Machine Shoulder Press,Shoulders,46.0,kgs,9,,,
2024-03-12,Lat Pulldown,Back,109.0,kgs,14,,,
2024-03-12,Lat Pulldown,Back,109.0,kgs,8,,,
2024-03-12,Lat Pulldown,Back,109.0,kgs,8,,,
2024-03-12,Knee Ball Rollouts,Abs,0.0,kgs,12,,,
2024-03-12,Hanna Crunches,Abs,0.0,kgs,5,,,
2024-03-12,Static Lunge,Legs,0.0,kgs,12,,,
2024-03-13,Chest Press Machine,Chest,27.0,kgs,15,,,
2024-03-13,Chest Press Machine,Chest,50.0,kgs,12,,,
2024-03-13,Chest Press Machine,Chest,50.0,kgs,12,,,
2024-03-13,Chest Press Machine,Chest,50.0,kgs,10,,,
2024-03-13,Chest Press Machine,Chest,46.0,kgs,9,,,
2024-03-13,Dumbbell Curl,Biceps,18.0,kgs,12,,,
2024-03-13,Dumbbell Curl,Biceps,18.0,kgs,8,,,
2024-03-13,Rear Delt Machine Fly,Shoulders,55.0,kgs,12,,,
2024-03-13,Rear Delt Machine Fly,Shoulders,55.0,kgs,12,,,
2024-03-13,Rear Delt Machine Fly,Shoulders,55.0,kgs,12,,,
2024-03-14,Seated Row Machine,Back,86.0,kgs,10,,,
2024-03-14,Seated Row Machine,Back,77.0,kgs,10,,,
2024-03-14,Seated Row Machine,Back,82.0,kgs,9,,,
2024-03-14,Chest Press Machine,Chest,18.0,kgs,15,,,
2024-03-14,Chest Press Machine,Chest,50.0,kgs,11,,,
2024-03-14,Chest Press Machine,Chest,50.0,kgs,11,,,
2024-03-14,Chest Press Machine,Chest,55.0,kgs,10,,,
2024-03-14,Chest Press Machine,Chest,50.0,kgs,7,,,
2024-03-14,Seated Machine Fly,Chest,55.0,kgs,12,,,
2024-03-14,Seated Machine Fly,Chest,60.0,kgs,12,,,
2024-03-14,Seated Machine Fly,Chest,65.0,kgs,12,,,
2024-03-14,Dumbbell Delt Raise,Shoulders,14.0,kgs,12,,,
2024-03-14,Dumbbell Delt Raise,Shoulders,12.0,kgs,10,,,
2024-03-14,Dumbbell Delt Raise,Shoulders,12.0,kgs,10,,,
2024-03-19,Chest Press Machine,Chest,18.0,kgs,15,,,
2024-03-19,Chest Press Machine,Chest,36.0,kgs,10,,,
2024-03-19,Chest Press Machine,Chest,55.0,kgs,12,,,
2024-03-19,Chest Press Machine,Chest,55.0,kgs,12,,,
2024-03-19,Chest Press Machine,Chest,55.0,kgs,10,,,
2024-03-19,Lat Pulldown Cable,Back,85.0,kgs,12,,,
2024-03-19,Lat Pulldown Cable,Back,85.0,kgs,10,,,
2024-03-19,Lat Pulldown Cable,Back,85.0,kgs,7,,,
2024-03-19,Dumbbell Lunges,Legs,32.0,kgs,12,,,
2024-03-19,Dumbbell Lunges,Legs,32.0,kgs,12,,,
2024-03-19,Dumbbell Curl,Biceps,20.0,kgs,9,,,
2024-03-19,Dumbbell Curl,Biceps,16.0,kgs,9,,,
2024-03-19,Cable Crunch,Abs,35.0,kgs,12,,,
2024-03-19,Cable Crunch,Abs,35.0,kgs,12,,,
2024-03-19,Cable Crunch,Abs,35.0,kgs,12,,,
2024-03-24,Machine Shoulder Press,Shoulders,36.0,kgs,10,,,
2024-03-24,Machine Shoulder Press,Shoulders,46.0,kgs,12,,,
2024-03-24,Machine Shoulder Press,Shoulders,46.0,kgs,12,,,
2024-03-24,Machine Shoulder Press,Shoulders,46.0,kgs,12,,,
2024-03-24,Rear Delt Machine Fly,Shoulders,60.0,kgs,12,,,
2024-03-24,Rear Delt Machine Fly,Shoulders,65.0,kgs,10,,,
2024-03-24,Rear Delt Machine Fly,Shoulders,65.0,kgs,8,,,
2024-03-24,EZ-Bar Preacher Curl,Biceps,31.0,kgs,12,,,
2024-03-24,EZ-Bar Preacher Curl,Biceps,31.0,kgs,11,,,
2024-03-24,EZ-Bar Preacher Curl,Biceps,31.0,kgs,9,,,
2024-03-24,Hack Squat Machine 45deg,Legs,76.0,kgs,12,,,
2024-03-24,Hack Squat Machine 45deg,Legs,106.0,kgs,12,,,
2024-03-24,Hack Squat Machine 45deg,Legs,106.0,kgs,12,,,
2024-03-24,Between Leg Rope Front Delt Raise,Shoulders,15.0,kgs,8,,,
2024-03-24,Between Leg Rope Front Delt Raise,Shoulders,12.5,kgs,11,,,
2024-03-24,Between Leg Rope Front Delt Raise,Shoulders,12.5,kgs,11,,,
2024-03-24,Hollow Body Hold,Abs,,,,0.0,m,0:01:00
2024-03-27,Seated Row Machine,Back,86.0,kgs,11,,,
2024-03-27,Seated Row Machine,Back,82.0,kgs,9,,,
2024-03-27,Seated Row Machine,Back,77.0,kgs,10,,,
2024-03-27,Seated Row Machine,Back,77.0,kgs,8,,,
2024-03-27,Seated Machine Fly,Chest,70.0,kgs,12,,,
2024-03-27,Seated Machine Fly,Chest,75.0,kgs,9,,,
2024-03-27,Seated Machine Fly,Chest,70.0,kgs,8,,,
2024-03-27,EZ-Bar Preacher Curl,Biceps,31.0,kgs,11,,,
2024-03-27,Dumbbell Delt Raise,Shoulders,14.0,kgs,12,,,
2024-03-27,EZ-Bar Preacher Curl,Biceps,31.0,kgs,6,,,
2024-03-27,Dumbbell Delt Raise,Shoulders,12.0,kgs,8,,,
2024-03-27,EZ-Bar Preacher Curl,Biceps,31.0,kgs,6,,,
2024-03-27,Dumbbell Delt Raise,Shoulders,12.0,kgs,6,,,
2024-03-27,Rear Delt Machine Fly,Shoulders,65.0,kgs,12,,,
2024-03-27,Rear Delt Machine Fly,Shoulders,60.0,kgs,11,,,
2024-03-27,Rear Delt Machine Fly,Shoulders,60.0,kgs,12,,,
2024-03-27,Glute Press Machine,Legs,96.0,kgs,12,,,
2024-03-27,Glute Press Machine,Legs,100.0,kgs,12,,,
2024-03-28,Chest Press Machine,Chest,36.0,kgs,10,,,
2024-03-28,Chest Press Machine,Chest,55.0,kgs,13,,,
2024-03-28,Chest Press Machine,Chest,55.0,kgs,9,,,
2024-03-28,Chest Press Machine,Chest,55.0,kgs,8,,,
2024-03-28,Machine Shoulder Press,Shoulders,50.0,kgs,8,,,
2024-03-28,Machine Shoulder Press,Shoulders,46.0,kgs,9,,,
2024-03-28,Machine Shoulder Press,Shoulders,46.0,kgs,7,,,
2024-03-28,Rope Push Down,Triceps,27.5,kgs,12,,,
2024-03-28,Rope Push Down,Triceps,27.5,kgs,7,,,
2024-03-28,Dumbbell Delt Raise,Shoulders,12.0,kgs,13,,,
2024-03-28,Rope Push Down,Triceps,22.5,kgs,10,,,
2024-03-28,Palms Up Bar Pushdown,Triceps,17.5,kgs,13,,,
2024-03-28,Dumbbell Delt Raise,Shoulders,12.0,kgs,12,,,
2024-03-28,Palms Up Bar Pushdown,Triceps,20.0,kgs,13,,,
2024-03-28,Dumbbell Delt Raise,Shoulders,12.0,kgs,9,,,
2024-03-28,Palms Up Bar Pushdown,Triceps,22.5,kgs,12,,,
2024-03-28,Lat Pulldown,Back,109.0,kgs,9,,,
2024-03-28,Lat Pulldown,Back,105.0,kgs,10,,,
2024-04-06,Chest Press Machine,Chest,23.0,kgs,10,,,
2024-04-06,Chest Press Machine,Chest,59.0,kgs,8,,,
2024-04-06,Chest Press Machine,Chest,50.0,kgs,8,,,
2024-04-06,Chest Press Machine,Chest,46.0,kgs,7,,,
2024-04-06,Lat Pulldown,Back,109.0,kgs,12,,,
2024-04-06,Lat Pulldown,Back,109.0,kgs,10,,,
2024-04-06,Lat Pulldown,Back,105.0,kgs,7,,,
2024-04-06,Seated Machine Fly,Chest,75.0,kgs,12,,,
2024-04-06,Rear Delt Machine Fly,Shoulders,65.0,kgs,14,,,
2024-04-06,Seated Machine Fly,Chest,75.0,kgs,12,,,
2024-04-06,Rear Delt Machine Fly,Shoulders,70.0,kgs,10,,,
2024-04-06,Seated Machine Fly,Chest,75.0,kgs,9,,,
2024-04-06,Rear Delt Machine Fly,Shoulders,65.0,kgs,11,,,
2024-04-06,Cable Crunch,Abs,37.5,kgs,12,,,
2024-04-06,Dumbbell Delt Raise,Shoulders,12.0,kgs,12,,,
2024-04-06,Cable Crunch,Abs,40.0,kgs,12,,,
2024-04-06,Cable Crunch,Abs,40.0,kgs,11,,,
2024-04-07,Running (Outdoor),Cardio,,,,8000.0,m,0:44:53
2024-04-07,Muscle Up,Back,1.0,kgs,3,,,
2024-04-07,Muscle Up,Back,1.0,kgs,3,,,
2024-04-07,Muscle Up,Back,1.0,kgs,2,,,
2024-04-07,Muscle Up,Back,1.0,kgs,2,,,
2024-04-09,Machine Shoulder Press,Shoulders,23.0,kgs,15,,,
2024-04-09,Machine Shoulder Press,Shoulders,50.0,kgs,11,,,
2024-04-09,Machine Shoulder Press,Shoulders,46.0,kgs,10,,,
2024-04-09,Machine Shoulder Press,Shoulders,46.0,kgs,9,,,
2024-04-09,Machine Shoulder Press,Shoulders,41.0,kgs,7,,,
2024-04-09,Smith Machine Lunges,Legs,20.0,kgs,15,,,
2024-04-09,Dumbbell Lunges,Legs,36.0,kgs,12,,,
2024-04-09,Dumbbell Lunges,Legs,36.0,kgs,12,,,
2024-04-09,Dumbbell Delt Raise,Shoulders,12.0,kgs,12,,,
2024-04-09,Dumbbell Delt Raise,Shoulders,12.0,kgs,10,,,
2024-04-09,Between Leg Rope Front Delt Raise,Shoulders,15.0,kgs,9,,,
2024-04-09,Between Leg Rope Front Delt Raise,Shoulders,12.5,kgs,10,,,
2024-04-09,Between Leg Rope Front Delt Raise,Shoulders,10.0,kgs,10,,,
2024-04-09,EZ-Bar Preacher Curl,Biceps,33.5,kgs,12,,,
2024-04-09,EZ-Bar Preacher Curl,Biceps,31.0,kgs,6,,,
2024-04-09,Seated Dumbbell Lateral Raise,Shoulders,12.0,kgs,10,,,
2024-04-09,Hollow Body Hold,Abs,,,,0.0,m,0:01:00
2024-04-09,EZ-Bar Preacher Curl,Biceps,28.5,kgs,8,,,
2024-04-09,Knee Ball Rollouts,Abs,0.0,kgs,15,,,
2024-04-17,Chest Press Machine,Chest,36.0,kgs,10,,,
2024-04-17,Chest Press Machine,Chest,46.0,kgs,7,,,
2024-04-17,Chest Press Machine,Chest,55.0,kgs,10,,,
2024-04-17,Chest Press Machine,Chest,55.0,kgs,8,,,
2024-04-17,Chest Press Machine,Chest,50.0,kgs,8,,,
2024-04-17,Hack Squat Machine 45deg,Legs,36.0,kgs,12,,,
2024-04-17,Hack Squat Machine 45deg,Legs,86.0,kgs,12,,,
2024-04-17,Hack Squat Machine 45deg,Legs,116.0,kgs,12,,,
2024-04-17,Hack Squat Machine 45deg,Legs,136.0,kgs,8,,,
2024-04-17,Seated Row Machine,Back,82.0,kgs,12,,,
2024-04-17,Seated Row Machine,Back,82.0,kgs,10,,,
2024-04-17,Seated Row Machine,Back,82.0,kgs,8,,,
2024-04-17,Lying Leg Curl Machine,Legs,60.0,kgs,12,,,
2024-04-17,Lying Leg Curl Machine,Legs,60.0,kgs,12,,,
2024-04-17,Lying Leg Curl Machine,Legs,60.0,kgs,12,,,
2024-04-17,Ab-Wheel Rollout,Abs,0.0,kgs,12,,,
2024-04-17,Crunch,Abs,0.0,kgs,20,,,
2024-04-17,Decline Crunch,Abs,1.0,kgs,7,,,
2024-04-17,Back Extension,Back,15.0,kgs,12,,,
2024-04-17,Dead Hang,Shoulders,,,,0.0,m,0:00:43
2024-04-17,Decline Crunch,Abs,1.0,kgs,8,,,
2024-04-17,Dead Hang,Shoulders,,,,0.0,m,0:00:38
2024-04-20,Overhead Press,Shoulders,20.0,kgs,10,,,
2024-04-20,Overhead Press,Shoulders,30.0,kgs,12,,,
2024-04-20,Overhead Press,Shoulders,40.0,kgs,10,,,
2024-04-20,Dead Hang,Shoulders,,,,0.0,m,0:00:38
2024-04-20,Overhead Press,Shoulders,40.0,kgs,10,,,
2024-04-20,Dead Hang,Shoulders,,,,0.0,m,0:00:45
2024-04-20,Deadlift,Back,60.0,kgs,6,,,
2024-04-20,Deadlift,Back,80.0,kgs,6,,,
2024-04-20,Deadlift,Back,100.0,kgs,6,,,
2024-04-20,Dead Hang,Shoulders,,,,0.0,m,0:00:33
2024-04-20,Dumbbell Delt Raise,Shoulders,15.0,kgs,7,,,
2024-04-20,Deadlift,Back,120.0,kgs,6,,,
2024-04-20,Dumbbell Delt Raise,Shoulders,12.5,kgs,12,,,
2024-04-20,Dumbbell Delt Raise,Shoulders,10.0,kgs,12,,,
2024-04-20,Deadlift,Back,120.0,kgs,6,,,
2024-04-20,Seated Machine Fly,Chest,50.0,kgs,12,,,
2024-04-20,Seated Machine Fly,Chest,80.0,kgs,11,,,
2024-04-20,Seated Machine Fly,Chest,80.0,kgs,7,,,
2024-04-20,Hollow Body Hold,Abs,,,,0.0,m,0:01:00
2024-04-20,Seated Machine Fly,Chest,70.0,kgs,8,,,
2024-05-02,Flat Barbell Bench Press,Chest,20.0,kgs,25,,,
2024-05-02,Flat Barbell Bench Press,Chest,60.0,kgs,12,,,
2024-05-02,Flat Barbell Bench Press,Chest,80.0,kgs,12,,,
2024-05-02,Flat Barbell Bench Press,Chest,80.0,kgs,10,,,
2024-05-02,Flat Barbell Bench Press,Chest,80.0,kgs,9,,,
2024-05-02,Flat Barbell Bench Press,Chest,80.0,kgs,7,,,
2024-05-02,Flat Barbell Bench Press,Chest,80.0,kgs,7,,,
2024-05-02,One Arm Cable Row,Back,30.0,kgs,12,,,
2024-05-02,One Arm Cable Row,Back,32.5,kgs,12,,,
2024-05-02,Dumbbell Delt Raise,Shoulders,12.5,kgs,12,,,
2024-05-02,Dumbbell Delt Raise,Shoulders,12.0,kgs,12,,,
2024-05-02,Dumbbell Delt Raise,Shoulders,12.0,kgs,12,,,
